text,emotion
typical bar nothing special beer selection overwhelming fried pickle average  good happy hour special made u stick around little longer overall bad decent place cold one,neutral
feel probably acutely tender age life short living deserves,happiness
feel terrified like happening,worry
feel disgusted place,hate
inspiration feeling smug tad tired,fun
feeling thomas jefferson john jay benjamin franklin john adam james madison many founding father would appalled happened nation,hate
really remember much thought feel hesitant pas judgement shaping pretty good book started last night ill done sometime tomorrow probably already halfway,worry
feel completely honored,fun
feeling might offended one dork sitting censorship cubicle doom,hate
know want work always something make feel stressed anxious work whatever job may job require sort rule pressure,sadness
feel like mad douche lived wrong way school fear losing individuality,hate
many expectation probably feel dissastisfied popular novel,fun
often feel others find trait obnoxious annoying,hate
could anywhere state consciousness feel wonderful,fun
feel kerry supporting civil union gay equality,happiness
feel rushed,hate
feel truly blessed child back michigan,happiness
miko miko hawaiian pizza mozzarella stick good server river alex attentive return,neutral
know elation joy appreciation feel make worthwhile,fun
hope feel highly admired,happiness
continue feel terrific thanks much,fun
many favorite adore feel hit sweet spot,happiness
well far good week place seems clean enough far bug bite bad smell say felt though management made pretense job need question comment halfheartedly listened given minor consideration convenience thankful  feeling imposition time life hotel located conveniently wealth store food service,neutral
bit wrong tooth yesterday feel bit tender rough night last night feel somewhat better,happiness
ordered mocha espresso satisfied  pretty standard commercialized coffee spot average menu sweetened selection  saying bad way authentic selection bean quality brewing style always hope see  good quick coffee fix prefer drink taste like candy barswhich people  sure business well overall say meh,neutral
feel guilty made blog entry month,sadness
climbed mountain made way village people stared child looked frightened ran away everyone came across asked way make feel unwelcome,sadness
report several comical odd thing   takeout dinein restaurant everyone order cashier taking  one lone employee open kitchen area also making kabob staff guess story go  mentioned half business takeout bothered put sign overhead menu cash way cashier poster pizza right mind order pizza lebanese restaurant well maybe people    kitchen two basket french fry go right mind go arabic restaurant order french fry reminds time dining friend bombay bhel food option rice b naan c fry laughing possibility someone eating fry indian restaurant waiter served table next u french fry true story yuck  back paramount good chain beef chicken pretty good chain price average well whole section dedicated sweet cooky always pas regardless say lady wrapped packaged food quite polite smiling deliberately made sure asks name used wide grin five star politeness trying ample parking available plaza well,neutral
